Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         475868	    237930	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475872	    237932	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000009 PA:0x00020000 store:0x00000009 load:0x00000000
         475876	    237934	00102458	8082	c.jr	x1	  x1:0x001008fe
         475882	    237937	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b06 x10=0x00000020 PA:0x00137b07 load:0x00000020
         475884	    237938	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b06  x9:0xffec8511 x15=0x00000017
         475886	    237939	00100906	0405	c.addi	x8,1	  x8:0x00137b06  x8=0x00137b07
         475890	    237941	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000020
         475898	    237945	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475902	    237947	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475906	    237949	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
         475910	    237951	00102458	8082	c.jr	x1	  x1:0x001008fe
         475916	    237954	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b07 x10=0x00000070 PA:0x00137b08 load:0x00000070
         475918	    237955	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b07  x9:0xffec8511 x15=0x00000018
         475920	    237956	00100906	0405	c.addi	x8,1	  x8:0x00137b07  x8=0x00137b08
         475924	    237958	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000070
         475932	    237962	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475936	    237964	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475940	    237966	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000070 PA:0x00020000 store:0x00000070 load:0x00000000
         475944	    237968	00102458	8082	c.jr	x1	  x1:0x001008fe
         475950	    237971	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b08 x10=0x00000072 PA:0x00137b09 load:0x00000072
         475952	    237972	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b08  x9:0xffec8511 x15=0x00000019
         475954	    237973	00100906	0405	c.addi	x8,1	  x8:0x00137b08  x8=0x00137b09
         475958	    237975	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000072
         475966	    237979	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475970	    237981	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475974	    237983	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000072 PA:0x00020000 store:0x00000072 load:0x00000000
         475978	    237985	00102458	8082	c.jr	x1	  x1:0x001008fe
         475984	    237988	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b09 x10=0x00000069 PA:0x00137b0a load:0x00000069
         475986	    237989	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b09  x9:0xffec8511 x15=0x0000001a
         475988	    237990	00100906	0405	c.addi	x8,1	  x8:0x00137b09  x8=0x00137b0a
         475992	    237992	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000069
         476000	    237996	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476004	    237998	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476008	    238000	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000069 PA:0x00020000 store:0x00000069 load:0x00000000
         476012	    238002	00102458	8082	c.jr	x1	  x1:0x001008fe
         476018	    238005	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b0a x10=0x00000063 PA:0x00137b0b load:0x00000063
         476020	    238006	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b0a  x9:0xffec8511 x15=0x0000001b
         476022	    238007	00100906	0405	c.addi	x8,1	  x8:0x00137b0a  x8=0x00137b0b
         476026	    238009	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000063
         476034	    238013	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476038	    238015	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476042	    238017	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000063 PA:0x00020000 store:0x00000063 load:0x00000000
         476046	    238019	00102458	8082	c.jr	x1	  x1:0x001008fe
         476052	    238022	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b0b x10=0x00000065 PA:0x00137b0c load:0x00000065
         476054	    238023	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b0b  x9:0xffec8511 x15=0x0000001c
         476056	    238024	00100906	0405	c.addi	x8,1	  x8:0x00137b0b  x8=0x00137b0c
         476060	    238026	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000065
         476068	    238030	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476072	    238032	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476076	    238034	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
         476080	    238036	00102458	8082	c.jr	x1	  x1:0x001008fe
         476086	    238039	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b0c x10=0x0000003a PA:0x00137b0d load:0x0000003a
         476088	    238040	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b0c  x9:0xffec8511 x15=0x0000001d
         476090	    238041	00100906	0405	c.addi	x8,1	  x8:0x00137b0c  x8=0x00137b0d
         476094	    238043	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000003a
         476102	    238047	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476106	    238049	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476110	    238051	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000003a PA:0x00020000 store:0x0000003a load:0x00000000
         476114	    238053	00102458	8082	c.jr	x1	  x1:0x001008fe
         476120	    238056	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b0d x10=0x00000020 PA:0x00137b0e load:0x00000020
         476122	    238057	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b0d  x9:0xffec8511 x15=0x0000001e
         476124	    238058	00100906	0405	c.addi	x8,1	  x8:0x00137b0d  x8=0x00137b0e
         476128	    238060	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000020
         476136	    238064	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476140	    238066	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476144	    238068	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
         476148	    238070	00102458	8082	c.jr	x1	  x1:0x001008fe
         476154	    238073	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b0e x10=0x00000024 PA:0x00137b0f load:0x00000024
         476156	    238074	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b0e  x9:0xffec8511 x15=0x0000001f
         476158	    238075	00100906	0405	c.addi	x8,1	  x8:0x00137b0e  x8=0x00137b0f
         476162	    238077	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000024
         476170	    238081	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476174	    238083	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476178	    238085	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000024 PA:0x00020000 store:0x00000024 load:0x00000000
         476182	    238087	00102458	8082	c.jr	x1	  x1:0x001008fe
         476188	    238090	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b0f x10=0x00000032 PA:0x00137b10 load:0x00000032
         476190	    238091	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b0f  x9:0xffec8511 x15=0x00000020
         476192	    238092	00100906	0405	c.addi	x8,1	  x8:0x00137b0f  x8=0x00137b10
         476196	    238094	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000032
         476204	    238098	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476208	    238100	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476212	    238102	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
         476216	    238104	00102458	8082	c.jr	x1	  x1:0x001008fe
         476222	    238107	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b10 x10=0x00000039 PA:0x00137b11 load:0x00000039
         476224	    238108	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b10  x9:0xffec8511 x15=0x00000021
         476226	    238109	00100906	0405	c.addi	x8,1	  x8:0x00137b10  x8=0x00137b11
         476230	    238111	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000039
         476238	    238115	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476242	    238117	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476246	    238119	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000039 PA:0x00020000 store:0x00000039 load:0x00000000
         476250	    238121	00102458	8082	c.jr	x1	  x1:0x001008fe
         476256	    238124	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b11 x10=0x00000039 PA:0x00137b12 load:0x00000039
         476258	    238125	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b11  x9:0xffec8511 x15=0x00000022
         476260	    238126	00100906	0405	c.addi	x8,1	  x8:0x00137b11  x8=0x00137b12
         476264	    238128	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000039
         476272	    238132	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476276	    238134	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476280	    238136	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000039 PA:0x00020000 store:0x00000039 load:0x00000000
         476284	    238138	00102458	8082	c.jr	x1	  x1:0x001008fe
         476290	    238141	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b12 x10=0x0000002e PA:0x00137b13 load:0x0000002e
         476292	    238142	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b12  x9:0xffec8511 x15=0x00000023
         476294	    238143	00100906	0405	c.addi	x8,1	  x8:0x00137b12  x8=0x00137b13
         476298	    238145	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000002e
         476306	    238149	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476310	    238151	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476314	    238153	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000002e PA:0x00020000 store:0x0000002e load:0x00000000
         476318	    238155	00102458	8082	c.jr	x1	  x1:0x001008fe
         476324	    238158	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b13 x10=0x00000030 PA:0x00137b14 load:0x00000030
         476326	    238159	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b13  x9:0xffec8511 x15=0x00000024
         476328	    238160	00100906	0405	c.addi	x8,1	  x8:0x00137b13  x8=0x00137b14
         476332	    238162	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000030
         476340	    238166	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476344	    238168	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476348	    238170	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
         476352	    238172	00102458	8082	c.jr	x1	  x1:0x001008fe
         476358	    238175	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b14 x10=0x00000030 PA:0x00137b15 load:0x00000030
         476360	    238176	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b14  x9:0xffec8511 x15=0x00000025
         476362	    238177	00100906	0405	c.addi	x8,1	  x8:0x00137b14  x8=0x00137b15
         476366	    238179	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000030
         476374	    238183	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476378	    238185	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476382	    238187	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
         476386	    238189	00102458	8082	c.jr	x1	  x1:0x001008fe
         476392	    238192	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b15 x10=0x00000020 PA:0x00137b16 load:0x00000020
         476394	    238193	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b15  x9:0xffec8511 x15=0x00000026
         476396	    238194	00100906	0405	c.addi	x8,1	  x8:0x00137b15  x8=0x00137b16
         476400	    238196	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000020
         476408	    238200	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476412	    238202	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476416	    238204	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
         476420	    238206	00102458	8082	c.jr	x1	  x1:0x001008fe
         476426	    238209	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b16 x10=0x0000005d PA:0x00137b17 load:0x0000005d
         476428	    238210	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b16  x9:0xffec8511 x15=0x00000027
         476430	    238211	00100906	0405	c.addi	x8,1	  x8:0x00137b16  x8=0x00137b17
         476434	    238213	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000005d
         476442	    238217	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476446	    238219	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476450	    238221	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000005d PA:0x00020000 store:0x0000005d load:0x00000000
         476454	    238223	00102458	8082	c.jr	x1	  x1:0x001008fe
         476460	    238226	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b17 x10=0x0000000a PA:0x00137b18 load:0x0000000a
         476462	    238227	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b17  x9:0xffec8511 x15=0x00000028
         476464	    238228	00100906	0405	c.addi	x8,1	  x8:0x00137b17  x8=0x00137b18
         476468	    238230	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000000a
         476476	    238234	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         476480	    238236	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         476484	    238238	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000000a PA:0x00020000 store:0x0000000a load:0x00000000
         476488	    238240	00102458	8082	c.jr	x1	  x1:0x001008fe
         476494	    238243	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b18 x10=0x00000000 PA:0x00137b19 load:0x00000000
         476496	    238244	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b18  x9:0xffec8511 x15=0x00000029
         476498	    238245	00100906	0405	c.addi	x8,1	  x8:0x00137b18  x8=0x00137b19
         476500	    238246	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000000
         476504	    238248	0010090a	74c12083	lw	x1,1868(x2)	  x2:0x001377e0  x1=0x00100456 PA:0x00137f2c load:0x00100456
         476508	    238250	0010090e	74812403	lw	x8,1864(x2)	  x2:0x001377e0  x8=0x00137f94 PA:0x00137f28 load:0x00137f94
         476512	    238252	00100912	74412483	lw	x9,1860(x2)	  x2:0x001377e0  x9=0x00137fd0 PA:0x00137f24 load:0x00137fd0
         476516	    238254	00100916	74012903	lw	x18,1856(x2)	  x2:0x001377e0 x18=0x00137fd0 PA:0x00137f20 load:0x00137fd0
         476520	    238256	0010091a	73c12983	lw	x19,1852(x2)	  x2:0x001377e0 x19=0x00106000 PA:0x00137f1c load:0x00106000
         476524	    238258	0010091e	73812a03	lw	x20,1848(x2)	  x2:0x001377e0 x20=0x00106000 PA:0x00137f18 load:0x00106000
         476528	    238260	00100922	73412a83	lw	x21,1844(x2)	  x2:0x001377e0 x21=0x00000000 PA:0x00137f14 load:0x00000000
         476532	    238262	00100926	73012b03	lw	x22,1840(x2)	  x2:0x001377e0 x22=0x00000000 PA:0x00137f10 load:0x00000000
         476536	    238264	0010092a	72c12b83	lw	x23,1836(x2)	  x2:0x001377e0 x23=0x00000000 PA:0x00137f0c load:0x00000000
         476540	    238266	0010092e	72812c03	lw	x24,1832(x2)	  x2:0x001377e0 x24=0x00000000 PA:0x00137f08 load:0x00000000
         476544	    238268	00100932	72412c83	lw	x25,1828(x2)	  x2:0x001377e0 x25=0x00000000 PA:0x00137f04 load:0x00000000
         476548	    238270	00100936	72012d03	lw	x26,1824(x2)	  x2:0x001377e0 x26=0x0010ea50 PA:0x00137f00 load:0x0010ea50
         476552	    238272	0010093a	71c12d83	lw	x27,1820(x2)	  x2:0x001377e0 x27=0x0010ea4c PA:0x00137efc load:0x0010ea4c
         476554	    238273	0010093e	853e	c.mv	x10,x15	  x0:0x00000000 x15:0x00000029 x10=0x00000029
         476556	    238274	00100940	77010113	addi	x2,x2,1904	  x2:0x001377e0  x2=0x00137f50
         476560	    238276	00100944	8082	c.jr	x1	  x1:0x00100456
         476566	    238279	00100456	ff2416e3	bne	x8,x18,100442	  x8:0x00137f94 x18:0x00137fd0
         476572	    238282	00100442	4808	c.lw	x10,16(x8)	  x8:0x00137f94 x10=0x44a28000 PA:0x00137fa4 load:0x44a28000
         476576	    238284	00100444	091050ef	jal	x1,105cd4	  x1=0x00100448
         476578	    238285	00105cd4	01755713	srli	x14,x10,0x17	 x10:0x44a28000 x14=0x00000089
         476580	    238286	00105cd8	0ff77713	andi	x14,x14,255	 x14:0x00000089 x14=0x00000089
         476582	    238287	00105cdc	1141	c.addi	x2,-16	  x2:0x00137f50  x2=0x00137f40
         476584	    238288	00105cde	00170793	addi	x15,x14,1	 x14:0x00000089 x15=0x0000008a
         476588	    238290	00105ce2	c422	c.swsp	x8,8(x2)	  x2:0x00137f40  x8:0x00137f94 PA:0x00137f48 store:0x00137f94 load:0x44a28000
         476592	    238292	00105ce4	c226	c.swsp	x9,4(x2)	  x2:0x00137f40  x9:0x00137fd0 PA:0x00137f44 store:0x00137fd0 load:0x44a28000
         476594	    238293	00105ce6	00951413	slli	x8,x10,0x9	 x10:0x44a28000  x8=0x45000000
         476598	    238295	00105cea	c606	c.swsp	x1,12(x2)	  x2:0x00137f40  x1:0x00100448 PA:0x00137f4c store:0x00100448 load:0x44a28000
         476600	    238296	00105cec	0fe7f793	andi	x15,x15,254	 x15:0x0000008a x15=0x0000008a
         476602	    238297	00105cf0	8025	c.srli	x8,0x9	  x8:0x45000000  x8=0x00228000
         476604	    238298	00105cf2	01f55493	srli	x9,x10,0x1f	 x10:0x44a28000  x9=0x00000000
         476606	    238299	00105cf6	c78d	c.beqz	x15,105d20	 x15:0x0000008a
         476608	    238300	00105cf8	00345793	srli	x15,x8,0x3	  x8:0x00228000 x15=0x00045000
         476610	    238301	00105cfc	38070713	addi	x14,x14,896	 x14:0x00000089 x14=0x00000409
         476612	    238302	00105d00	0476	c.slli	x8,0x1d	  x8:0x00228000  x8=0x00000000
         476614	    238303	00105d02	07b2	c.slli	x15,0xc	 x15:0x00045000 x15=0x45000000
         476616	    238304	00105d04	0752	c.slli	x14,0x14	 x14:0x00000409 x14=0x40900000
         476618	    238305	00105d06	83b1	c.srli	x15,0xc	 x15:0x45000000 x15=0x00045000
         476620	    238306	00105d08	01f49513	slli	x10,x9,0x1f	  x9:0x00000000 x10=0x00000000
         476622	    238307	00105d0c	8fd9	c.or	x15,x14	 x15:0x00045000 x14:0x40900000 x15=0x40945000
         476626	    238309	00105d0e	40b2	c.lwsp	x1,12(x2)	  x2:0x00137f40  x1=0x00100448 PA:0x00137f4c load:0x00100448
         476628	    238310	00105d10	00a7e733	or	x14,x15,x10	 x15:0x40945000 x10:0x00000000 x14=0x40945000
         476630	    238311	00105d14	8522	c.mv	x10,x8	  x0:0x00000000  x8:0x00000000 x10=0x00000000
         476634	    238313	00105d16	4422	c.lwsp	x8,8(x2)	  x2:0x00137f40  x8=0x00137f94 PA:0x00137f48 load:0x00137f94
         476638	    238315	00105d18	4492	c.lwsp	x9,4(x2)	  x2:0x00137f40  x9=0x00137fd0 PA:0x00137f44 load:0x00137fd0
         476640	    238316	00105d1a	85ba	c.mv	x11,x14	  x0:0x00000000 x14:0x40945000 x11=0x40945000
         476642	    238317	00105d1c	0141	c.addi	x2,16	  x2:0x00137f40  x2=0x00137f50
         476646	    238319	00105d1e	8082	c.jr	x1	  x1:0x00100448
         476648	    238320	00100448	862a	c.mv	x12,x10	  x0:0x00000000 x10:0x00000000 x12=0x00000000
         476650	    238321	0010044a	86ae	c.mv	x13,x11	  x0:0x00000000 x11:0x40945000 x13=0x40945000
         476652	    238322	0010044c	66c98513	addi	x10,x19,1644	 x19:0x00106000 x10=0x0010666c
         476654	    238323	00100450	85a2	c.mv	x11,x8	  x0:0x00000000  x8:0x00137f94 x11=0x00137f94
         476656	    238324	00100452	0451	c.addi	x8,20	  x8:0x00137f94  x8=0x00137fa8
